1702953096.382107,10.5,8.5
1702953096.3821216,10.5,8.5
1702953096.3830013,10.5,8.5
1702953096.3830156,10.5,8.5
1702953096.3838913,10.5,8.5
1702953096.383918,10.5,8.5
1702953096.3848853,10.5,8.5
1702953096.384916,10.5,8.5
1702953096.3859174,10.5,8.5
1702953096.3859723,10.5,8.5
1702953096.4098113,10.5,8.5
1702953096.409842,10.5,8.5
1702953096.4107795,10.5,8.5
1702953096.4107904,10.5,8.5
1702953096.4116743,10.5,8.5
1702953096.4116876,10.5,8.5
1702953096.4125218,10.5,8.5
1702953096.4125328,10.5,8.5
1702953096.4133892,10.5,8.5
1702953096.4133997,10.5,8.5
1702953096.4142597,10.5,8.5
1702953096.41427,10.5,8.5
1702953096.4151378,10.5,8.5
1702953096.4151485,10.5,8.5
1702953096.416113,10.5,8.5
1702953096.41613,10.5,8.5
1702953096.4171488,10.5,8.5
1702953096.4171793,10.5,8.5
1702953096.4180655,10.5,8.5
1702953096.4180806,10.5,8.5
1702953096.4190254,10.5,8.5
1702953096.4190502,10.5,8.5
1702953096.4199522,10.5,8.5
1702953096.4199648,10.5,8.5
1702953096.4208655,10.5,8.5
1702953096.4208794,10.5,8.5
1702953096.4216056,10.5,8.5
1702953096.4216142,10.5,8.5
1702953096.4223003,10.5,8.5
1702953096.4223092,10.5,8.5
1702953096.4229717,10.5,8.5
1702953096.4229789,10.5,8.5
1702953096.4236393,10.5,8.5
1702953096.4236472,10.5,8.5
1702953096.4243047,10.5,8.5
1702953096.424313,10.5,8.5
1702953096.4249544,10.5,8.5
1702953096.4249616,10.5,8.5
1702953096.4440498,10.5,8.5
1702953096.4440796,10.5,8.5
1702953096.4450421,10.5,8.5
1702953096.445056,10.5,8.5
1702953096.445933,10.5,8.5
1702953096.4459457,10.5,8.5
1702953096.4468043,10.5,8.5
1702953096.446815,10.5,8.5
1702953096.447705,10.5,8.5
1702953096.4477174,10.5,8.5
1702953096.448569,10.5,8.5
1702953096.44858,10.5,8.5
1702953096.4495025,10.5,8.5
1702953096.4495199,10.5,8.5
1702953096.4505184,10.5,8.5
1702953096.4505444,10.5,8.5
1702953096.4515333,10.5,8.5
1702953096.4515753,10.5,8.5
1702953096.4526026,10.5,8.5
1702953096.452626,10.5,8.5
1702953096.4596772,10.5,8.5
1702953096.4596944,10.5,8.5
1702953096.4604867,10.5,8.5
1702953096.4604967,10.5,8.5
1702953096.461317,10.5,8.5
1702953096.4613278,10.5,8.5
1702953096.462206,10.5,8.5
1702953096.4622161,10.5,8.5
1702953096.4630547,10.5,8.5
1702953096.4630644,10.5,8.5
1702953096.475736,10.5,8.5
1702953096.475768,10.5,8.5
1702953096.4766793,10.5,8.5
1702953096.4766905,10.5,8.5
1702953096.4775593,10.5,8.5
1702953096.4775727,10.5,8.5
1702953096.4784367,10.5,8.5
1702953096.478449,10.5,8.5
1702953096.4793122,10.5,8.5
1702953096.4793224,10.5,8.5
1702953096.4802322,10.5,8.5
1702953096.4802454,10.5,8.5
1702953096.4811237,10.5,8.5
1702953096.4811332,10.5,8.5
1702953096.4819484,10.5,8.5
1702953096.481958,10.5,8.5
1702953096.4835072,10.5,8.5
1702953096.4835703,10.5,8.5
1702953096.48477,10.5,8.5
1702953096.484802,10.5,8.5
1702953096.5396934,10.5,8.5
1702953096.5397382,10.5,8.5
1702953096.5416348,10.5,8.5
1702953096.541658,10.5,8.5
1702953096.5434437,10.5,8.5
1702953096.5434642,10.5,8.5
1702953096.5452826,10.5,8.5
1702953096.545304,10.5,8.5
1702953096.5470915,11.5,8.5
1702953096.5471125,11.5,8.5
1702953096.5489547,11.5,8.5
1702953096.548982,11.5,8.5
