1702953609.2223423,8.0,8.5
1702953609.2223516,8.0,8.5
1702953609.2233014,8.0,8.5
1702953609.223312,8.0,8.5
1702953609.2242525,8.0,8.5
1702953609.2242615,8.0,8.5
1702953609.2251723,8.0,8.5
1702953609.2251809,8.0,8.5
1702953609.2260957,8.0,8.5
1702953609.2261043,8.0,8.5
1702953609.2270145,8.0,8.5
1702953609.2270231,8.0,8.5
1702953609.2279677,8.0,8.5
1702953609.2279844,8.0,8.5
1702953609.2289734,8.0,8.5
1702953609.228995,8.0,8.5
1702953609.2298388,8.0,8.5
1702953609.2298486,8.0,8.5
1702953609.231149,8.5,8.5
1702953609.2311845,8.5,8.5
1702953609.232324,8.5,8.5
1702953609.2323487,8.5,8.5
1702953609.233277,8.5,8.5
1702953609.2332873,8.5,8.5
1702953609.2342088,8.5,8.5
1702953609.2342186,8.5,8.5
1702953609.235143,8.5,8.5
1702953609.2351522,8.5,8.5
1702953609.346313,8.5,8.5
1702953609.3463545,8.5,8.5
1702953609.3485236,8.5,8.5
1702953609.348568,8.5,8.5
1702953609.351021,8.5,8.5
1702953609.3510683,8.5,8.5
1702953609.3534117,8.5,8.5
1702953609.3534367,8.5,8.5
1702953609.3552103,8.5,8.5
1702953609.3552291,8.5,8.5
1702953609.3570235,8.5,8.5
1702953609.357043,8.5,8.5
1702953609.3587902,8.5,8.5
1702953609.3588083,8.5,8.5
1702953609.3605833,8.5,8.5
1702953609.360603,8.5,8.5
1702953609.3624635,8.5,8.5
1702953609.3625104,8.5,8.5
1702953609.3646255,8.5,8.5
1702953609.3646636,8.5,8.5
1702953609.366468,8.5,8.5
1702953609.366495,8.5,8.5
1702953609.3684788,8.5,8.5
1702953609.368503,8.5,8.5
1702953609.370456,8.5,8.5
1702953609.3704765,8.5,8.5
1702953609.3724499,8.5,8.5
1702953609.372471,8.5,8.5
1702953609.374434,8.5,8.5
1702953609.3744547,8.5,8.5
1702953609.3764706,8.5,8.5
1702953609.3764923,8.5,8.5
1702953609.3784752,8.5,8.5
1702953609.3785074,8.5,8.5
1702953609.3805602,8.5,8.5
1702953609.380599,8.5,8.5
1702953609.3827891,8.5,8.5
1702953609.3828325,8.5,8.5
1702953609.3848145,8.5,8.5
1702953609.3848398,8.5,8.5
1702953609.3867981,8.5,8.5
1702953609.386819,8.5,8.5
1702953609.388807,8.5,8.5
1702953609.3888292,8.5,8.5
1702953609.390783,8.5,8.5
1702953609.3908072,8.5,8.5
1702953609.3928282,8.5,8.5
1702953609.3928523,8.5,8.5
1702953609.3948267,8.5,8.5
1702953609.3948593,8.5,8.5
1702953609.3971837,8.5,8.5
1702953609.3972192,8.5,8.5
1702953609.3992474,8.5,8.5
1702953609.399286,8.5,8.5
1702953609.4017484,8.5,8.5
1702953609.4017866,8.5,8.5
1702953609.4040756,8.5,8.5
1702953609.4041002,8.5,8.5
1702953609.4060595,8.5,8.5
1702953609.406083,8.5,8.5
1702953609.4080753,8.5,8.5
1702953609.408097,8.5,8.5
1702953609.410053,8.5,8.5
1702953609.410077,8.5,8.5
1702953609.412108,8.5,8.5
1702953609.4121377,8.5,8.5
1702953609.4142735,8.5,8.5
1702953609.4143093,8.5,8.5
1702953609.4167526,8.5,8.5
1702953609.4167905,8.5,8.5
1702953609.418843,8.5,8.5
1702953609.4188688,8.5,8.5
1702953609.4208674,8.5,8.5
1702953609.4208906,8.5,8.5
1702953609.4228485,8.5,8.5
1702953609.4228694,8.5,8.5
1702953609.4248462,8.5,8.5
1702953609.4248683,8.5,8.5
1702953609.4266124,8.5,8.5
1702953609.4266315,8.5,8.5
1702953609.428408,8.5,8.5
1702953609.4284377,8.5,8.5
1702953609.4304743,8.5,8.5
1702953609.4305062,8.5,8.5
1702953609.4325507,8.5,8.5
1702953609.432587,8.5,8.5
1702953609.4342952,8.5,8.5
1702953609.4343119,8.5,8.5
1702953609.4354196,8.5,8.5
1702953609.4354267,8.5,8.5
1702953609.4361637,8.5,8.5
1702953609.4361727,8.5,8.5
1702953609.4369044,8.5,8.5
1702953609.4369125,8.5,8.5
1702953609.437638,8.5,8.5
1702953609.4376452,8.5,8.5
1702953609.4383726,8.5,8.5
1702953609.43838,8.5,8.5
1702953609.4391046,8.5,8.5
1702953609.439112,8.5,8.5
1702953609.4398553,8.5,8.5
1702953609.439863,8.5,8.5
1702953609.4405725,8.5,8.5
1702953609.44058,8.5,8.5
1702953609.4412796,8.5,8.5
1702953609.4412868,8.5,8.5
1702953609.4419873,8.5,8.5
1702953609.4419944,8.5,8.5
1702953609.4427006,8.5,8.5
1702953609.4427078,8.5,8.5
1702953609.443413,8.5,8.5
1702953609.4434202,8.5,8.5
1702953609.4441326,8.5,8.5
1702953609.4441402,8.5,8.5
1702953609.4448507,8.5,8.5
1702953609.444858,8.5,8.5
1702953609.445568,8.5,8.5
1702953609.4455776,8.5,8.5
1702953609.4463263,8.5,8.5
1702953609.446338,8.5,8.5
1702953609.4470503,8.5,8.5
1702953609.4470584,8.5,8.5
1702953609.447796,8.5,8.5
1702953609.4478095,8.5,8.5
1702953609.4485388,8.5,8.5
1702953609.4485521,8.5,8.5
1702953609.4492815,8.5,8.5
1702953609.4492915,8.5,8.5
1702953609.4500165,8.5,8.5
1702953609.4500234,8.5,8.5
1702953609.4507291,8.5,8.5
1702953609.450736,8.5,8.5
1702953609.4514482,8.5,8.5
1702953609.4514556,8.5,8.5
1702953609.4522033,8.5,8.5
1702953609.4522111,8.5,8.5
1702953609.4559424,8.5,8.5
1702953609.4559515,8.5,8.5
1702953609.4566715,8.5,8.5
1702953609.456679,8.5,8.5
1702953609.4573998,8.5,8.5
1702953609.4574068,8.5,8.5
1702953609.4581082,8.5,8.5
1702953609.4581153,8.5,8.5
1702953609.4588177,8.5,8.5
1702953609.4588246,8.5,8.5
1702953609.4595273,8.5,8.5
1702953609.4595344,8.5,8.5
1702953609.4720142,8.5,8.5
1702953609.4720402,8.5,8.5
1702953609.4729884,8.5,8.5
1702953609.4729981,8.5,8.5
1702953609.4738967,8.5,8.5
1702953609.4739063,8.5,8.5
1702953609.4748082,8.5,8.5
1702953609.4748173,8.5,8.5
1702953609.4757292,8.5,8.5
1702953609.4757385,8.5,8.5
1702953609.4766366,8.5,8.5
1702953609.4766462,8.5,8.5
1702953609.477545,8.5,8.5
1702953609.4775538,8.5,8.5
1702953609.4784555,8.5,8.5
1702953609.4784648,8.5,8.5
1702953609.4799066,8.5,8.5
1702953609.479926,8.5,8.5
1702953609.480807,8.5,8.5
1702953609.4808202,8.5,8.5
1702953609.4817085,8.5,8.5
1702953609.4817235,8.5,8.5
1702953609.482528,8.5,8.5
1702953609.4825392,8.5,8.5
1702953609.4833214,8.5,8.5
1702953609.4833293,8.5,8.5
1702953609.484055,8.5,8.5
1702953609.4840627,8.5,8.5
1702953609.4958203,8.5,8.5
1702953609.4958386,8.5,8.5
1702953609.4968095,8.5,8.5
1702953609.496826,8.5,8.5
1702953609.4979074,8.5,8.5
1702953609.4979267,8.5,8.5
1702953609.4988675,8.5,8.5
1702953609.498885,8.5,8.5
1702953609.52054,8.5,8.5
1702953609.520581,8.5,8.5
1702953609.5365283,8.5,8.5
1702953609.536569,8.5,8.5
1702953609.538631,8.5,8.5
1702953609.5386522,8.5,8.5
1702953609.5406482,8.5,8.5
1702953609.5406694,8.5,8.5
1702953609.5426571,8.5,8.5
1702953609.5426772,8.5,8.5
1702953609.5446088,8.5,8.5
